Handle,Title,Body (HTML),Vendor,Type,Variant Barcode,Variant Price,Variant Weight,Variant Inventory Qty,Image Src,Google Shopping / MPN
NSPL00,Carry Case for Nintendo Switch Lite Animal Cr.Ed.,"Ochraňte svou Nintendo Switch Lite konzoli s tímto designovým pouzdrem se vzory ze hry Animal Crossing: New Horizons a folií na display. Toto pouzdro vaši konzoli ochrání kdykoliv a kdekoliv, a vy si tak budete moci užít bezstarostného hraní vašich oblíbených her. 

Věnováno handheld hraní

Konzole pro hráče na cestách.

Nintendo Switch Lite je kompaktním, lehčím přírůstkem do rodiny Nintendo Switch se zabudovaným ovládáním.

Nintendo Switch Lite podporuje všechen Nintendo Switch software, který je možné hrát v handheld módu. Skvělá volba pro ty, kteří mají spoustu příležitostí k hraní venku a také pro kohokoli, kdo si rád užije online nebo lokální bezdrátový multiplayer s kamarády či rodinou a již vlastní vlajkovou loď konzoli Nintendo Switch.

Jako jednoúčelové herní handheld zařízení, Nintendo Switch Lite nepodporuje připojení k TV.",Nintendo,Switch Lite accessories,045496431372,16.5,"0,17",300,https://com.cqe.cz/img/galery/original/1_45580.jpg|https://com.cqe.cz/img/galery/original/1_45581.jpg|https://com.cqe.cz/img/galery/original/1_45582.jpg,NSPL00
NSS827,SWITCH Xenoblade Chronicles: Definitive Edition,"Návrat ke kořenům!

Xenoblade Chronicles: Definitive Edition je RPG z otevřeného světa od studia Monolith Soft, jež poprvé vyšlo na konzoli Nintendo Wii v roce 2012. O tři roky se titul dostal i na konzoli Nintendo 3DS, nyní se představí hráčům na Nintendo Switch. Definitivní verze nabídne vylepšenou vizuální stránku, plynulejší hratelnost, remasterovaný soundtrack i další vylepšení. Zcela noví hráči i ti, kteří s titulem již mají zkušenost, se mohou těšit na ultimátní verzi Shulkova epického dobrodružství. 

Xenoblade Chronicles je úplně první hrou z celé série Xenoblade Chronicles série, hráč se ocitá v otevřeném světě rozděleném do zón, kde plní hlavní i vedlejší úkoly. Klíčovou stránkou vašeho putování jsou souboje s nepřáteli v reálném čase, během kterých dojde dokonce na tajemné záblesky z budoucnosti.

Titul je zasazen do prostředí dvou zmrzlých těl válčících titánů, Bionise a Michonise. Tyto dvě znepřátelené strany si nic nedarují, klíčem k získání rozhodující výhody nad osudem celé bitvy je meč Monado. Vy se vtělíte do postavy Shulka, který objeví, že zrovna on má schopnost ovládat tento meč. Společně se svým věrným přítelem Reynem se tak vydáváte na dlouhou cestou za pomstou.



Hra Xenoblade Chronicles: Definitive Edition bude dostupná od 29. května pouze na konzoli Nintendo Switch. V ten samý den vyijde i Xenoblade Chronicles: Definitive Edition – Collector's Set, která obsahuje artbook o 250 stránkách, steelbook, vinyl s hudbou ze hry a exkluzivní plakát.",Nintendo,Nintendo Switch Games,045496425821,36,"0,05",300,https://com.cqe.cz/img/galery/original/1_46071.jpg|https://com.cqe.cz/img/galery/original/1_45837.jpg|https://com.cqe.cz/img/galery/original/1_45838.jpg|https://com.cqe.cz/img/galery/original/1_46070.jpg|https://com.cqe.cz/img/galery/original/1_46072.jpg,NSS827
NSH120,Nintendo Switch Lite Coral,"Věnováno handheld hraní

Nintendo Switch Lite je kompaktním, lehčím přírůstkem do rodiny Nintendo Switch se zabudovaným ovládáním.

Nintendo Switch Lite podporuje všechen Nintendo Switch software, který je možné hrát v handheld módu. Skvělá volba pro ty, kteří mají spoustu příležitostí k hraní venku a také pro kohokoli, kdo si rád užije online nebo lokální bezdrátový multiplayer s kamarády či rodinou a již vlastní vlajkovou loď konzoli Nintendo Switch.

Jako jednoúčelové herní handheld zařízení, Nintendo Switch Lite nepodporuje připojení k TV.

Vzít si své oblíbené hry s sebou nikdy nebylo jednodušší

Nintendo Switch Lite spustí všechen Nintendo Switch software, který podporuje handheld mód.

Pokud hra podporuje Joy-Con funkce jako např. HD rumble, IR Motion kameru nebo Joy-Con pohybové senzory, některé funkce samotná konzole Nintendo Switch Lite nenabízí. Na to si lze pořídit ovladače Joy-Con (prodávané odděleně).

U her, které nepodporují handheld mód, mohou hráči ke svému Nintendo Switch Lite bezdrátově připojit ovladače Joy-Con (prodávané odděleně). V tom případě je třeba mít k dispozici také zařízení na dobíjení ovladačů Joy-Con jako např. Joy-Con charging grip. Informaci o kompatibilitě herních módů jednotlivých her najdete na obalu nebo v Nintendo eShopu.

Propojte v multiplayeru až osm konzolí

Lokální multiplayer

Hráči mohou synchronizovat až osm Nintendo Switch nebo Nintendo Switch Lite konzolí a hrát multiplayer hry, ať už spolu či proti sobě.

Online multiplayer

S členstvím Nintendo Switch Online můžete hrát s kamarády na dálku či s náhodnými hráči po celém světě, využívat stále se rozrůstající knihovnu NES her s přidanými online prvky, vychutnat si exkluzivity jako například TETRIS® 99 a Nintendo Switch Game Vouchers a více!

Technické specifikace

Nintendo Switch Lite podporuje pouze Handheld mód. Je jednoduché jej vzít s sebou na cesty. Kompaktní a lehká konzole s integrovaným ovládáním je kompatibilní se vším Nintendo Switch softwarem, který podporuje Handheld mód. Konzole nemá HD rumble nebo IR Motion kameru a nelze ji připojit k TV ani zasunout do Nintendo Switch dokovací stanice. Disponuje kapacitním 5.5&quot; LCD displejem s rozlišením 1280 x 720, baterie konzole vydrží déle než vlajková loď Nintendo Switch, ale závisí na softwaru a podmínkách používání. Konzole váží přibližně 275 g.",Nintendo,Nintendo Switch console,045496453176,170,"0,65",500,https://com.cqe.cz/img/galery/original/1_45843.jpg|https://com.cqe.cz/img/galery/original/1_45826.jpg|https://com.cqe.cz/img/galery/original/1_45827.jpg|https://com.cqe.cz/img/galery/original/1_45828.jpg|https://com.cqe.cz/img/galery/original/1_45829.jpg,NSH120
NSS004,SWITCH 51 Worldwide Games,"Objevujte a zahrajete si 51 stolních i deskových her z celého světa pouze na Nintendo Switch!

Vyzkoušejte si na své konzoli Nintendo Switch 51 tradičních stolních i deskových her v jednom obrovském balíku hry Clubhouse Games™: 51 Worldwide Classics. V této rozmanité kolekci naleznete hry různého druhu z celého světa, od těch všeobecně oblíbených jako šachy ke globálním hitům typu Mankala, které lidstvo zná dlouhé stovky let.

Užijte si profláklé hry a poznejte zcela nové kousky, které jste doteď zatím neznali v této sbírce 51 stolních a deskových her. Clubhouse Games™: 51 Worldwide Classics obsahuje hry napříč různými žánry. Každá z nich je představena s ohromující mírou detailů.

Strategičtí hráči se budou cítit jako doma při hraní Four-in-a-row nebo Renegade, ti, kteří naopak preferují rychlé reflexy, si užijí Slot Cars a Toy Boxing.



S mnoha typy her (stolní, deskové, karetní, sportovní a další) je Clubhouse Games: 51 Worldwide Classics ekletickou kolekcí her pro konzoli Nintendo Switch. 


	Vychutnejte si 51 her různého druhu z celého svěho v pohodlí konzole Nintendo Switch
	Hrajte své oblíbence i objevte zcela nové hry
	Hrajte sami nebo až se svými čtyřmi přáteli lokálně* i online**


Kompletní seznam her (v angličtině) je dostupný pod tímto odkazem

*K dizpozici bude doplňkový software, který umožní hráčům se připojit do lokálního multiplayeru s někým, kdo vlatní plnou verzi hry. Plná verze a doplňkový software bude prodávány samostatně.
**Nintendo Switch Online členstsví (prodáváno samostatně), Nintendo Account a internetové připojení jsou vyžadovány pro online funkce. Nebude dostupné ve všech zemích. Podmínky naleznete na http://www.mojenintendo.cz/switch/index.php?page=online",Nintendo,Nintendo Switch Games,045496426316,24,"0,05",500,https://com.cqe.cz/img/galery/original/1_45922.jpg|https://com.cqe.cz/img/galery/original/1_45923.jpg|https://com.cqe.cz/img/galery/original/1_45924.jpg|https://com.cqe.cz/img/galery/original/1_45925.jpg|https://com.cqe.cz/img/galery/original/1_45927.jpg|https://com.cqe.cz/img/galery/original/1_45928.jpg|https://com.cqe.cz/img/galery/original/1_45929.jpg,NSS004
NSH110P,Nintendo Switch Lite Yellow,"Produkt je použitý ale funkční. Zboží můžete reklamovat do 12 měsíců od zakoupení. Pro více informací můžete kontaktovat infolinku.

 

Věnováno handheld hraní

Nintendo Switch Lite je kompaktním, lehčím přírůstkem do rodiny Nintendo Switch se zabudovaným ovládáním.

Nintendo Switch Lite podporuje všechen Nintendo Switch software, který je možné hrát v handheld módu. Skvělá volba pro ty, kteří mají spoustu příležitostí k hraní venku a také pro kohokoli, kdo si rád užije online nebo lokální bezdrátový multiplayer s kamarády či rodinou a již vlastní vlajkovou loď konzoli Nintendo Switch.

Jako jednoúčelové herní handheld zařízení, Nintendo Switch Lite nepodporuje připojení k TV.

Vzít si své oblíbené hry s sebou nikdy nebylo jednodušší

Nintendo Switch Lite spustí všechen Nintendo Switch software, který podporuje handheld mód.

Pokud hra podporuje Joy-Con funkce jako např. HD rumble, IR Motion kameru nebo Joy-Con pohybové senzory, některé funkce samotná konzole Nintendo Switch Lite nenabízí. Na to si lze pořídit ovladače Joy-Con (prodávané odděleně).

U her, které nepodporují handheld mód, mohou hráči ke svému Nintendo Switch Lite bezdrátově připojit ovladače Joy-Con (prodávané odděleně). V tom případě je třeba mít k dispozici také zařízení na dobíjení ovladačů Joy-Con jako např. Joy-Con charging grip. Informaci o kompatibilitě herních módů jednotlivých her najdete na obalu nebo v Nintendo eShopu.

Propojte v multiplayeru až osm konzolí

Lokální multiplayer

Hráči mohou synchronizovat až osm Nintendo Switch nebo Nintendo Switch Lite konzolí a hrát multiplayer hry, ať už spolu či proti sobě.

Online multiplayer

S členstvím Nintendo Switch Online můžete hrát s kamarády na dálku či s náhodnými hráči po celém světě, využívat stále se rozrůstající knihovnu NES her s přidanými online prvky, vychutnat si exkluzivity jako například TETRIS® 99 a Nintendo Switch Game Vouchers a více!

Technické specifikace

Nintendo Switch Lite podporuje pouze Handheld mód. Je jednoduché jej vzít s sebou na cesty. Kompaktní a lehká konzole s integrovaným ovládáním je kompatibilní se vším Nintendo Switch softwarem, který podporuje Handheld mód. Konzole nemá HD rumble nebo IR Motion kameru a nelze ji připojit k TV ani zasunout do Nintendo Switch dokovací stanice. Disponuje kapacitním 5.5&quot; LCD displejem s rozlišením 1280 x 720, baterie konzole vydrží déle než vlajková loď Nintendo Switch, ale závisí na softwaru a podmínkách používání. Konzole váží přibližně 275 g.",Nintendo,Nintendo Switch console,045496452681,170,"0,63",1,https://com.cqe.cz/img/galery/original/1_47307.jpg|https://com.cqe.cz/img/galery/original/1_47308.jpg|https://com.cqe.cz/img/galery/original/1_47309.jpg,NSH110P
NSS527,SWITCH Pikmin 3 Deluxe,"Dotkněte se světa, kde na vás čeká velké dobrodružství. Pikmin 3 Deluxe dorazí na Nintendo Switch!

Ujměte se pěti různých druhů Pikmina a strategicky překonávejte překážky, porážejte nepřátelské potvory a hledejte zásoby jídla pro vaši domovskou planetu, která mezitím hladoví. Přiveďte k sobě dalšího hráče a společně se pusťte do plnění úkolů. Při tom budete objevovat svět, jenž je větší, než by se mohlo z pohledu Pikminů zdát.

Pikmin 3 Deluxe obsahuje nové vedlejší úkoly, ve kterých se objeví Olimar a Louie, nabídne i možnost odehrát příběhový režim s vaším parťákem i všechna dodatečná rozšíření. Máte chuť soutěžit? V tom případě si užijete divoké Bingo Battles i online žebříčky v rámci Mission režimu.

Žádná mise není přilíš náročná pro drobné Pikminy!

Tři stateční průzkumníci přistáli na planetě PNF-404 s cílem najít zásoby jídla pro jejich planetu. Po nouzovém přistání musejí spolupracovat s Pikminy, aby se opět spojili a dokončili svou misi. K tomu se budou hodit všechny schopnosti Pikminů, mezi které patří létání, plavání pod vodou a další.



Díky novým možnostem společného hraní si toto dobrodružství plné Pikminů užijí i úplní nováčci, zatímco ostřílení Pikmin hráči ocení nové vedlejší úkoly!

Co je nového?  

Nezáleží na tom, zdali jste Pikmin 3 už hráli. Deluxe edice nabídne nové režimy i zajímavé novinky:


	Kooperace s dalším hráčem: vydejte se na cestu příběhem ve spolupráci s vaším parťákem na jedné konzoli!
	Nová dobrodružství: vydejte se sami, nebo s někým dalším na dobrodružství, které je obohacené o nové prologové i epilogové sekvence, ve kterých se objeví i hrdinové předchozích Pikmin her Olimar a Louie!
	Herní vylepšení: rozšířená verze hry nabídne i vylepšení zaměřovací systém, vybalancování nepřátel, více obtížnosti, volitelné rady i další změny
	Piklopedia: Zpřístupněte si profilové záznamy pro každou z postav


Pikmin 3 Deluxe vyjde exkluzivně na konzoli Nintendo Switch 30. října.",Nintendo,Nintendo Switch Games,045496423070,36,"0,05",500,https://com.cqe.cz/img/galery/original/1_47310.jpg|https://com.cqe.cz/img/galery/original/1_47311.jpg|https://com.cqe.cz/img/galery/original/1_47312.jpg|https://com.cqe.cz/img/galery/original/1_47313.jpg|https://com.cqe.cz/img/galery/original/1_47314.jpg|https://com.cqe.cz/img/galery/original/1_47315.jpg,NSS527
NSS265,SWITCH Harvest Moon: One World,"Objevte svět nových i známých tváří, unikátních vesnic a dobrodružných výzev v Harvest Moon: One World. Spravujte vaši rostoucí farmu v tomto novém dobrodružství na konzoli Nintendo Switch!

Dokážete si představit svět bez rajčat, jahod nebo dokonce zelí? Přesně v takové situaci se ocitnete během hraní nejnovějšího dílu ze série Harvest Moon. Pouze stará kniha nabízí informace o tom, co kdysi bylo… Vydejte se společně s tajemným objevem na dobrodružství, které se rozprostírá nejen ve vašem rodném městě, ale rovnou v celém světě!

Která místa můžete objevovat? Tak například nádherné Halo Halo pláže či zasněžené vršky hor Salmiakki. Doslova celý herní svět čeká, až ho začnete zkoumat. 

Harvest Moon: One World nabídne přepracované grafické ztvárnění, což umožní objevovat herní svět zcela novým způsobem, a to jak zkušeným fanouškům, tak i úplným nováčkům.



Harvest Moon: One World vyjde na konzoli Nintendo Switch 5. března 2021.",Nintendo,Nintendo Switch Games,045496426484,30,"0,05",1,https://com.cqe.cz/img/galery/original/1_49076.jpg|https://com.cqe.cz/img/galery/original/1_47437.jpg|https://com.cqe.cz/img/galery/original/1_50737.jpg|https://com.cqe.cz/img/galery/original/1_50738.jpg|https://com.cqe.cz/img/galery/original/1_50739.jpg|https://com.cqe.cz/img/galery/original/1_50740.jpg,NSS265
NSS6711,SWITCH Super Mario 3D World + Bowser's Fury,"Kočka leze z tašky… Super Mario 3D World vyjde na konzoli Nintendo Switch!

Připojte se k Mariovi, Luigiumu, Princezně Peach a Toadovi na jejich cestě za záchranou Království Sprixie ve hře Super Mario 3D World + Bowser’s Fury na Nintendo Switch. Bowser unesl Princeznu Sprixie a je jen na našich hrdinech, aby ji zachránili!

Šplhejte přes zdi, škrábejte nepřátele pomocí Super Bell, naklonujte se díky Double Cherry nebo popadněte Cannon Box a vystřelte projektily na své protivníky. Tato upravená verze Super Mario 3D World rovněž přichází s vylepšenou hratelností, jako je zvýšená rychlost běhání všech postav či schopnost lézt ještě výše s využitím Super Bell. Dokonce můžete využívat i pohybové ovládání!



Užijte si multiplayerovou zábavu v lokální kooperaci až se třemi kamarády nebo se zapojte do online multiplayerového chaosu!

Super Mario 3D World + Bowser's Fury dorazí exkluzivně na Nintendo Switch 12. února 2021.

*Internetové připojení je vyžadováno během online hraní. Pro využití onine služeb je potřeba si vytvořit Nintendo Account a přijmout přislušné podmínky. Nintendo Account Privacy Policy je uplatňováno. Některé online služby nemusí být dostupné ve všech zemí. Online hraní vyžaduje placené online členství.",Nintendo,Nintendo Switch Games,045496426941,36,"0,05",500,https://com.cqe.cz/img/galery/original/1_49590.jpg|https://com.cqe.cz/img/galery/original/1_48655.jpg|https://com.cqe.cz/img/galery/original/1_48656.jpg|https://com.cqe.cz/img/galery/original/1_48657.jpg|https://com.cqe.cz/img/galery/original/1_48658.jpg,NSS6711
NSS302,SWITCH Hyrule Warriors: Age of Calamity,"Dobrodružství zasazené 100 let před událostmi hry The Legend of Zelda: Breath of the Wild… 

Cestujte do minulosti Hyrule a zabraňte svým bojem zničení království v Hyrule Warriors: Age of Calamity na konzoli Nintendo Switch. 

Osud Hyrule visí na vlásku. Vraťte se o celé století zpět před události ze hry The Legend of Zelda: Breath of the Wild, veďte své jednotky na bojišti proti síle Calamity Ganon v titulu, kde je přežití středobodem všeho. 



Odvěký boj!

Hyrule Warriors: Age of Calamity kombinuje akční hratelnost s rozlehlou krajinou The Legend of Zelda: Breath of the Wild a vytváří zcela nový a poutavý zážitek.


	Známý svět…: Objevujte krajinu Hyrule z různých perspektiv ještě předtím, než udeřil Calamity Ganon.
	…se známými tvářemi: Ovládejte Linka, Zeldu a ostatní Hyrule šampiony ve chvíli, kdy všichni stojí proti zlu usilujícímu o úplně zníčení! 
	Zběsilý boj: Využívejte mocné zbraně a magické runy k přemožení armád nepřátel. Skutečně hrozivé příšery vám nic nedarují.               
	Vyprávění s hloubkou: Zažijte unikátní příběh přímo na bojišti a skrz nadabované cutscény poznávejte lépe okolní svět. Zabraňte zkáze Great Calamity a zachraňte Hyrule! 


Stůjte bok po boku

Zapojte do bitvy i svého kamaráda a vydejte se spolu na dobrodružství na jedné konzoli Nintendo Switch. Bojujte bok po boku, či se rozdělte, plňte úkoly a porážejte jednotky temnoty!

Hyrule Warriors: Age of Calamity vyjde 20. listopadu na konzoli Nintendo Switch.",Nintendo,Nintendo Switch Games,045496427023,36,"0,05",0,https://com.cqe.cz/img/galery/original/1_47728.jpg|https://com.cqe.cz/img/galery/original/1_47740.jpg|https://com.cqe.cz/img/galery/original/1_47741.jpg|https://com.cqe.cz/img/galery/original/1_47742.jpg|https://com.cqe.cz/img/galery/original/1_47743.jpg,NSS302
NSS079,SWITCH Bravely Default II,"Zcela nová hra ze série Bravely míří na konzoli Nintendo Switch!

Vydejte se na výpravu za čtyřmi Krystaly v nejnovějším přírůstku do série Bravely. Objevte nový svět, jenž se hemží novými postavami a okuste hratelnost, pro kterou je celá série tak populární.

Čtyři noví Hrdinové světla povstanou

S pomocí nových Hrdinů světla zachraňte kontinent Excillant! Sledujte příběh Setha, mladého námořníka, který se vydává na velké dobrodružství, při kterém potká spoustu přátel, ale i těch, kteří mu chtějí zkřížit cestu. 

Bojový systém &quot;Brave and Default&quot; se vrací

Zvažujte rizika i možné odměny v tahových soubojích. Postavy mohou udělat několik pohybů po sobě v jednom tahu, nicméně se může stát, že poté budou z akce na nějakou dobu vyřazeni. Vyvažování je klíčové!



Příběh začíná ve chvíli, kdy se Seth - mladý námořník - objeví na břehu jednoho z pěti království Excillantu. Zde potkává princeznu Glorii z Musy. Ta uprchla ze svého králoství v době, kdy bylo zničeno nepřátelskými jednotkami, které chtěly ukrást tamní Krystaly. Rovněž se seznámí s Elvisem a Adelle, dvěma cestovateli, kteří touží rozluštit tajemnou a magickou knihu. Bude jen na vás postavit se zlu, které ohrožuje všechny naše hrdiny i celý Excillant.

Vybírejte si z mnoha různých povolání, dovedností i schopností a upravujte si každého hrdinu tak, aby co nejvíce vyhovoval vaší strategii. Čím více se naučíte, tím širší paletu strategií budete ovládat. 

Bravely Default dorazí na Nintendo Switch 26. února 2021.",Nintendo,Nintendo Switch Games,045496426095,36,"0,05",41,https://com.cqe.cz/img/galery/original/1_49751.jpg|https://com.cqe.cz/img/galery/original/1_48798.jpg|https://com.cqe.cz/img/galery/original/1_48799.jpg|https://com.cqe.cz/img/galery/original/1_48800.jpg|https://com.cqe.cz/img/galery/original/1_48801.jpg,NSS079
NSS452,SWITCH Monster Hunter Rise,"Postavte se výzvě a vyražte na lov! Monster Hunter Rise, nejnovější přírůstek do populární RPG série, míří na Nintendo Switch!

V příběhu Monster Hunter Rise, zasazeného do nindži inspirované oblasti Kamura Village, objevujte místní bohatou faunu i flóru, bojujte s hrozivými příšerami a staňte se tak nejlepším lovcem.

Půl století po poslední katastrofě musí lovci čelit nové děsivé příšeře, která se chystá povstat a uvrhnout celou zemi zpět do chaosu. 

Lovte sami nebo se spojte s přáteli*, vyberte si vhodnou zbraň a vydejte se na výpravu s jediným cílem - porazit obrovské příšery!



Díky zbrusu novým herním mechanikám jako &quot;Wire Action&quot; nebo svému psímu společníkovi jménem Palamute se můžete těšit na vylepšený bojový systém, kterým se série Monster Hunter proslavila.

Naučte se různé techniky lovu, odhalte stará tajemství a zachraňte svět před téměř jistou zkázou.

Monster Hunter Rise vychází na Nintendo Switch 26. března 2021. 

*Lokální multiplayer vyžaduje jednu konzoli a jednu kopii hry pro každého hráče. Internetové připojení je nutné pro online hraní. Pro využití online služeb je třeba vytvořit Nintendo Account a přijmout příslušná ujednání. Nintendo Account Privacy je uplatňováno. Některé online služby nemusí být dostupné ve všech zemích. Online hraní vyžaduje placené online členství.",Nintendo,Nintendo Switch Games,045496427115,36,"0,05",41,https://com.cqe.cz/img/galery/original/1_49591.jpg|https://com.cqe.cz/img/galery/original/1_48845.jpg|https://com.cqe.cz/img/galery/original/1_48846.jpg|https://com.cqe.cz/img/galery/original/1_48847.jpg|https://com.cqe.cz/img/galery/original/1_48848.jpg,NSS452
NIUS46200P,WiiU Mario Tennis: Ultra Smash,"Mario Tennis pojawi się na Wii U

Razem z przyjaciółmi zagraj w multiplayerową grę Mario Tennis: Ultra Smash na Wii U! Zabawna i dynamiczna akcja, która jest typowa dla tej gry została dopełniona o nową technikę, którą możecie zaskoczyć współgraczy – serw Jumpshot, który wyśle piłeczkę na drugi koniec kortu. Do klasycznej gry w tenisa dodaj odrobinę nowości Mega Battles i przy pomocy Mega Mushroom zyskaj przewagę nad przeciwnikiem. Zapisz się w historii Mario Tenis w grze jeden na jednego lub w parach przeciwko rodzinie, przyjaciołom lub komputerowi używając podstawowych i nowych postaci.

NOWOŚCI W GRZE:


	Zagraj z przyjaciółmi w nową grę Mario Tennis: Ultra Smash na Wii U.
	Zagraj przeciwko rodzinie i przyjaciołom w trybie multiplayer.
	Zaproś przyjaciół i rodzinę do pojedynku jeden na jeden lub w parach grając ulubionymi postaciami z Mushroom Kingdom.
	Steruj każdym ruchem swojej postaci i pokonaj przeciwnika dzięki idelanej czasowej kontroli i podstępnych technik gry.
	Nowa opcja w grze- Jumpshot pozwoli na mega silne uderzenia.
	W Mega Battles możesz użyć Mega Mushroom i dzięki tomu zystak &quot;wielką&quot; przewagę nad przeciwnikiem.
	Nowe postacie po raz pierwszy zagrają w Mario Tennis",Nintendo,Nintendo WiiU games,045496335335,27,,2,https://com.cqe.cz/img/galery/original/1_49175.jpg|https://com.cqe.cz/img/galery/original/1_49171.jpg|https://com.cqe.cz/img/galery/original/1_49180.jpg|https://com.cqe.cz/img/galery/original/1_49179.jpg|https://com.cqe.cz/img/galery/original/1_49178.jpg|https://com.cqe.cz/img/galery/original/1_49177.jpg|https://com.cqe.cz/img/galery/original/1_49176.jpg|https://com.cqe.cz/img/galery/original/1_49174.jpg|https://com.cqe.cz/img/galery/original/1_49173.jpg|https://com.cqe.cz/img/galery/original/1_49172.jpg|https://com.cqe.cz/img/galery/original/1_49181.jpg,NIUS46200P
NSS467,SWITCH New Pokémon Snap,"Say cheese! Discover the natural wonders of the Lental region in New Pokémon Snap, releasing April 30th exclusively on Nintendo Switch.

Explore wild scenery of an unknown island and capture Pokémon in their natural habitat!

Seek and photograph Pokémon in their natural environment in New Pokémon Snap, available exclusively for Nintendo Switch. As you get closer to wild Pokémon and observe them, you'll discover things you never knew before - like how they behave and express themselves. You might see them protecting their territory, playing, or lurking in remote places.

Explore the mysterious Illumina phenomenon!

In New Pokémon Snap, you'll travel across the archipelago in the Lental region. Some of the local Pokémon and even the vegetation emit a strange glow. Explore dense jungles and vast deserts, investigating these Pokémon alongside Professor Mirror. Your observations and photography of wild Pokémon can help research the Illumina phenomenon. You can create your own Pokémon Photodex from the photos you take!



This new title brings you the gaming experience of the 1999 Pokémon Snap that was released on Nintendo 64. Now you can discover unknown islands and various Pokémon on Nintendo Switch.

New Pokémon Snap arrives on Nintendo Switch on April 30th.",Nintendo,Nintendo Switch Games,045496427313,36,"0,05",500,https://com.cqe.cz/img/galery/original/1_50577.jpg|https://com.cqe.cz/img/galery/original/1_51469.jpg|https://com.cqe.cz/img/galery/original/1_51470.jpg|https://com.cqe.cz/img/galery/original/1_51471.jpg|https://com.cqe.cz/img/galery/original/1_51472.jpg,NSS467
NSS1196,SWITCH DC Super Hero Girls: Teen Power,"Ohákněte se jako DC Super Hero Girls a zachraňte Metropolis!

Zapojte se do boje jako Wonder Woman, Supergirl a Batgirl z animovaného seriálu DC Super Hero Girls a zachraňte Metropolis před známými padouchy z DC univerza! Každá hrdinka může v bitvě využít rozdílné schopnosti: Wonder Woman mé své Lasso of Truth a Flying Shield, Supergirl zase Heat Vision a Super-Breath a Batgirl má v zásobě gadgety Batarang a Bat-Hook. Ve chvíli, kdy nebudete potírat místní zločin, musíte zvládnout zkoordinovat život hrdinky a život teenegerky!



Objevujte město jako mladá super hrdinka

Nezapomeňte navštívit ty nejvíc pohodová místa z původního seriálu jako je Metropolis High School a Sweet Justice. Odtud se budou pořizovat perfektní momentky na sociální síť Superstapost. Mějte se však na pozoru, hlídat si svou vlastní tajnou identitu je důležité! Zvláště, když se dostanete do křížku se známý padouchy - Harley Quinn, Catwoman a Star Sapphire.

DC Super Hero Girls: Teen Power vyjde na konzoli Nintendo Switch 4. června.",Nintendo,Nintendo Switch Games,045496427566,36,"0,05",8,https://com.cqe.cz/img/galery/original/1_51004.jpg|https://com.cqe.cz/img/galery/original/1_50826.jpg|https://com.cqe.cz/img/galery/original/1_50827.jpg|https://com.cqe.cz/img/galery/original/1_50828.jpg,NSS1196
NSS426,SWITCH Mario Golf: Super Rush,"Odpalujte míčky s rodinou a přáteli v doposud největší Mario Golf hře

Vydejte se na odpaliště až se třemi dalšími hráči (lokálně nebo online) a hrajte golf se známými postavami z Mushroom Kingdom. Hra kromě tradičního golfu nabídne několik dalších herních režimů jako Speed Golf či příběhový mód. Intuitivní pohybové i tradiční tlačítkové ovládání v kombinaci s dalšími novými funkcemi usnadní hraní Mario Golf: Super Rush novým i zkušeným hráčům. 

Švihejte v jednu a tu samou chvíli v režimu Speed Golf

Odpalujte v jeden moment až se třemi dalšími háči a snažte se dostat míček do jamky jako první. Překonejte a vyrušte ostatní soupeře se speciálními údery. Takový Mario může míčky ostatních hráčů odfouknout! 



Stoupejte na golfovém žebříčku v příběhovém módu

Přihlašte svoji Mii postavu do golfového tréninku v prestižním golfovém klubu a pracujte na tom, aby se z nováčka stal profesionál! Soupeřit budete s postavami z Mushroom Kingdom a získavat při tom zkušenostní body. Vylepšujte statistiky síly, pohybu a rotace. Vaši postavu můžete přenést i do ostatních herních režimů. 

Mario Golf: Super Rush dorazí na Nintendo Switch 25. června.",Nintendo,Nintendo Switch Games,045496427719,36,"0,05",500,https://com.cqe.cz/img/galery/original/1_51706.jpg|https://com.cqe.cz/img/galery/original/1_51846.jpg|https://com.cqe.cz/img/galery/original/1_51847.jpg|https://com.cqe.cz/img/galery/original/1_51848.jpg|https://com.cqe.cz/img/galery/original/1_51849.jpg|https://com.cqe.cz/img/galery/original/1_51850.jpg|https://com.cqe.cz/img/galery/original/1_51851.jpg,NSS426
